P3	399032.8560	4547053.7920	46.7400
PA.1	399008.2030	4547047.3520	46.5760
PA.2	399007.4700	4547039.6200	46.4830
PA.3	399032.9600	4547050.0660	46.4240
SH1	399018.1768	4547070.3017	46.4675
SH2	399007.0045	4547059.1136	46.3065
SH3	399021.1289	4547079.0053	46.4338
SH4	399026.9996	4547059.5703	46.4278
SH5	399018.3956	4547065.7922	46.3469
SH6	399016.4373	4547083.1591	46.2061
SH7	399021.5661	4547086.7581	46.1889
SINO1	399010.1140	4547092.9680	55.8410
SINO2	398991.6370	4547076.6010	57.9010
SINO3	398992.2540	4547051.1840	57.8530
SINO4	399000.2080	4547023.5850	57.8940
SINO5	399001.6620	4547090.8540	47.6980
SINO6	399023.8110	4547091.5150	47.0360
SINO7	399030.6320	4547086.6700	47.1060
SINO8	399012.1130	4547079.9420	46.6650
SINO9	399020.6000	4547079.5160	46.8640
SU1	399021.7160	4547069.4010	40.4510
SU2	399012.3950	4547069.1110	39.8320
SU3	399021.9610	4547063.0850	40.1260
SU4	399017.9990	4547077.5760	40.1940
SU5	398983.3490	4547087.7500	66.0740
SU6	398978.7420	4547102.7360	69.8210
TRT1	399009.6047	4547100.3978	50.4174
TRT2	399002.1626	4547099.6606	51.3965
V1	399003.9440	4547092.0550	46.5250
ZS16	400455.6820	4544066.6930	10.0920
